id,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,now_cost_rank,now_cost_rank_type,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,selected_by_percent,selected_rank,selected_rank_type,total_points,event_points,points_per_game,points_per_game_rank,points_per_game_rank_type,bonus,bps,form,form_rank,form_rank_type,value_form,value_season,dreamteam_count,transfers_in,transfers_in_event,transfers_out,transfers_out_event,ep_next,ep_this,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,influence_rank,influence_rank_type,creativity,creativity_rank,creativity_rank_type,threat,threat_rank,threat_rank_type,ict_index,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,gw,set_piece_threat,first_name,second_name,web_name,news,news_added,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,defensive_contribution,corners_and_indirect_freekicks_text,direct_freekicks_text,penalties_text,saves_per_90,clean_sheets_per_90,goals_conceded_per_90,starts_per_90,defensive_contribution_per_90,tackles,clearances_blocks_interceptions,recoveries
648,u,0.0,0.0,5.3,196,122.0,0,0.0,-2,2.0,0.0,605,233.0,38,0,2.9,202.0,87.0,1,131,0.0,752.0,327.0,0.0,7.2,0.0,19177,0,22648,31,0.0,0.0,1.64,0.38,2.02,13.36,0.17,0.04,0.21,1.38,163.6,247.0,104.0,61.8,282.0,163.0,196.0,95.0,56.0,42.1,227.0,114.0,,,,22,,Marshall,Munetsi,Munetsi,has joined Paris FC on loan for the rest of the season.,,872,1,2,0,19,0,0,0,2,0,0,9,80,,,,0.0,0.0,1.96,0.93,8.26,21,39,20
649,u,0.0,0.0,5.0,261,160.0,0,0.0,0,0.0,0.0,791,353.0,0,0,0.0,763.0,333.0,0,0,0.0,730.0,311.0,0.0,0.0,0.0,0,0,161,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,763.0,333.0,0.0,761.0,333.0,0.0,753.0,331.0,0.0,763.0,333.0,,,,22,,Boubacar,Traoré,B.Traore,Has joined FC Metz on loan for the rest of the season.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
650,d,75.0,75.0,4.3,588,342.0,0,0.0,-2,2.0,0.2,353,117.0,2,0,1.0,438.0,194.0,0,4,0.2,366.0,160.0,0.0,0.5,0.0,30256,30,44683,213,-0.2,0.2,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.8,3.2,458.0,211.0,0.3,457.0,223.0,0.0,584.0,218.0,0.4,469.0,216.0,,,,22,,Tawanda,Chirewa,Chirewa,Illness - 75% chance of playing,,25,0,0,0,0,0,0,0,0,0,0,0,4,,,,0.0,0.0,0.0,0.0,14.4,2,1,1
651,a,,,4.3,606,353.0,0,0.0,-2,2.0,0.4,282,96.0,0,0,0.0,636.0,243.0,0,0,0.0,570.0,200.0,0.0,0.0,0.0,50813,208,59146,296,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,626.0,234.0,0.0,624.0,239.0,0.0,597.0,228.0,0.0,629.0,236.0,,,,22,,Tom,Edozie,Edozie,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
92,a,100.0,100.0,4.5,420,252.0,0,0.0,0,0.0,0.1,538,192.0,0,0,0.0,677.0,266.0,0,0,0.0,619.0,226.0,0.0,0.0,0.0,3889,61,19020,13,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,671.0,261.0,0.0,669.0,264.0,0.0,648.0,256.0,0.0,674.0,263.0,,,,22,,Romain,Faivre,Faivre,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
687,a,,,4.4,555,332.0,0,0.0,-1,1.0,0.1,442,152.0,0,0,0.0,663.0,257.0,0,0,0.0,601.0,215.0,0.0,0.0,0.0,13142,23,15017,51,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,656.0,251.0,0.0,653.0,255.0,0.0,629.0,245.0,0.0,659.0,253.0,,,,22,,Remy,Rees-Dottin,Rees-Dottin,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
174,u,0.0,0.0,5.0,278,172.0,0,0.0,0,0.0,0.0,752,326.0,0,0,0.0,770.0,338.0,0,0,0.0,738.0,317.0,0.0,0.0,0.0,0,0,1259,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,770.0,338.0,0.0,768.0,338.0,0.0,761.0,336.0,0.0,770.0,338.0,,,,22,,Malick,Yalcouyé,Yalcouye,Has joined Swansea City on loan for the rest of the season.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
252,a,100.0,100.0,4.2,629,85.0,0,0.0,-3,3.0,6.6,60,11.0,12,0,1.3,406.0,47.0,0,19,0.0,539.0,49.0,0.0,2.9,0.0,1125377,4036,2511046,7419,0.0,0.0,1.46,0.29,1.75,5.65,0.53,0.11,0.64,2.06,24.6,417.0,45.0,38.8,334.0,40.0,81.0,234.0,43.0,12.6,371.0,43.0,,,,22,,Marc,Guiu Paz,Marc Guiu,,,247,0,1,0,2,0,0,0,1,0,0,1,7,,,,0.0,0.0,0.73,0.36,2.55,0,4,3
218,a,,,4.2,613,84.0,0,0.0,-3,3.0,1.3,158,24.0,1,-1,1.0,435.0,50.0,0,3,0.0,530.0,48.0,0.0,0.2,0.0,168809,2180,294140,1572,0.0,-0.5,0.11,0.0,0.11,0.41,1.1,0.0,1.1,4.1,0.2,478.0,58.0,0.3,456.0,56.0,7.0,393.0,54.0,0.8,461.0,54.0,,,2.0,22,,Ashley,Barnes,Barnes,,,9,0,0,0,1,0,0,0,1,0,0,0,1,,,,0.0,0.0,10.0,0.0,10.0,0,0,1
219,u,0.0,0.0,4.4,517,72.0,0,0.0,-1,1.0,0.1,453,65.0,0,0,0.0,644.0,65.0,0,0,0.0,580.0,56.0,0.0,0.0,0.0,4151,0,40112,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,634.0,65.0,0.0,632.0,64.0,0.0,606.0,64.0,0.0,637.0,65.0,,,,22,,Michael,Obafemi,Obafemi,has joined VfL Bochum  on loan for the rest of the season.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
470,a,100.0,100.0,4.0,645,41.0,0,0.0,0,0.0,32.9,7,2.0,68,5,3.1,165.0,15.0,6,301,4.4,45.0,3.0,1.1,17.0,0.0,1476876,9792,1161838,11131,4.4,3.9,0.0,0.03,0.03,45.38,0.0,0.0,0.0,2.06,647.0,5.0,1.0,0.0,534.0,48.0,0.0,498.0,33.0,64.9,121.0,1.0,,,,22,,Martin,Dúbravka,Dúbravka,,,1980,0,0,3,42,0,0,0,0,0,85,22,96,,,,3.86,0.14,1.91,1.0,0.0,0,45,179
681,a,100.0,100.0,7.2,33,13.0,0,0.0,-3,3.0,3.5,97,17.0,55,0,3.2,164.0,16.0,8,168,3.3,111.0,12.0,0.5,7.6,0.0,644226,3360,1280779,11434,2.3,2.8,4.95,0.2,5.15,15.32,0.43,0.02,0.45,1.33,227.4,189.0,14.0,125.2,182.0,16.0,486.0,15.0,8.0,83.1,71.0,13.0,,,,22,,Benjamin,Sesko,Šeško,,,1038,4,2,1,20,0,0,0,1,0,0,11,44,,,,0.0,0.09,1.73,0.95,3.82,5,17,22
733,a,,,5.0,260,9.0,0,0.0,0,0.0,1.8,139,18.0,47,6,2.9,200.0,18.0,4,177,3.7,83.0,7.0,0.7,9.4,0.0,380631,3009,222914,4637,2.7,3.2,0.0,0.0,0.0,18.06,0.0,0.0,0.0,1.13,297.8,133.0,19.0,0.0,760.0,88.0,2.0,428.0,1.0,30.0,287.0,19.0,,,,22,,Senne,Lammens,Lammens,,,1440,0,0,3,21,0,0,0,0,0,34,16,43,,,,2.12,0.19,1.31,1.0,0.0,1,10,108
755,a,100.0,0.0,4.5,471,288.0,0,0.0,0,0.0,0.0,693,294.0,2,0,1.0,455.0,209.0,0,8,0.3,352.0,158.0,0.1,0.4,0.0,2441,131,1174,144,-0.7,0.0,0.07,0.0,0.07,0.11,0.52,0.0,0.52,0.82,4.0,456.0,209.0,1.5,439.0,214.0,11.0,373.0,188.0,1.5,455.0,209.0,,,,22,,Shea,Lacey,Lacey,,,12,0,0,0,0,0,0,0,0,0,0,0,1,,,,0.0,0.0,0.0,0.0,7.5,1,0,0
76,a,,,3.8,786,250.0,0,0.0,-2,2.0,0.2,391,141.0,0,0,0.0,504.0,184.0,0,0,0.0,418.0,160.0,0.0,0.0,0.0,11337,188,16623,132,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494.0,184.0,0.0,485.0,184.0,0.0,446.0,173.0,0.0,497.0,184.0,,,,22,,Owen,Bevan,Bevan,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
476,i,0.0,0.0,5.0,242,38.0,0,0.0,0,0.0,3.3,99,39.0,67,0,4.5,34.0,16.0,5,196,0.0,723.0,253.0,0.0,13.4,0.0,1462554,56,1622447,4672,0.0,0.0,0.12,0.3,0.42,12.38,0.01,0.02,0.03,0.89,270.2,158.0,68.0,72.4,263.0,81.0,60.0,273.0,80.0,40.3,233.0,78.0,,,,22,,Dan,Burn,Burn,Rib Injury - Expected back 25 Jan,,1255,0,3,6,17,0,0,0,3,1,0,15,157,,,,0.0,0.43,1.22,1.08,8.68,19,102,46
486,a,100.0,100.0,6.5,53,34.0,0,0.0,-5,5.0,2.6,114,37.0,28,1,1.6,377.0,170.0,0,95,0.2,400.0,185.0,0.0,4.3,0.0,543576,328,1167634,767,0.2,0.2,1.12,0.51,1.63,9.05,0.14,0.07,0.21,1.17,81.6,338.0,149.0,144.2,161.0,109.0,105.0,202.0,113.0,33.1,273.0,135.0,,,,22,,Anthony,Elanga,Elanga,,,698,0,1,2,14,0,0,0,0,0,0,7,26,,,,0.0,0.26,1.81,0.9,3.35,6,5,15
122,i,0.0,0.0,5.2,219,136.0,0,0.0,-3,3.0,0.0,641,261.0,1,0,1.0,475.0,225.0,0,5,0.0,746.0,324.0,0.0,0.2,0.0,1951,4,6814,10,0.0,0.0,0.0,0.01,0.01,1.49,0.0,0.02,0.02,2.98,4.0,457.0,210.0,1.8,435.0,211.0,0.0,766.0,338.0,0.6,465.0,215.0,,,,22,,Antoni,Milambo,Milambo,Knee injury - Expected back 01 Jun,,45,0,0,0,3,0,0,0,0,0,0,1,4,,,,0.0,0.0,6.0,2.0,8.0,2,0,2
123,i,0.0,0.0,4.7,378,236.0,0,0.0,-3,3.0,0.1,449,153.0,13,0,2.2,287.0,124.0,1,42,0.0,683.0,278.0,0.0,2.8,0.0,27112,9,50565,54,0.0,0.0,0.7,0.03,0.73,2.08,0.63,0.03,0.66,1.87,39.0,396.0,173.0,6.5,416.0,205.0,36.0,311.0,163.0,8.1,405.0,184.0,4.0,,4.0,22,,Fábio,Freitas Gouveia Carvalho,Carvalho,Knee injury - Expected back 01 Jun,,100,1,0,0,4,0,0,0,0,0,0,1,8,,,,0.0,0.0,3.6,0.9,7.2,3,0,5
124,d,75.0,75.0,5.0,241,148.0,0,0.0,0,0.0,0.4,269,92.0,58,0,2.9,199.0,86.0,5,254,1.0,285.0,128.0,0.2,11.6,0.0,93749,51,87658,1677,0.8,0.8,0.33,2.02,2.35,18.52,0.02,0.13,0.15,1.24,265.8,165.0,61.0,270.7,77.0,59.0,41.0,304.0,158.0,57.7,149.0,83.0,,,,22,,Jordan,Henderson,Henderson,Ankle injury - 75% chance of playing,,1349,1,3,4,21,0,0,0,4,0,0,15,125,,,,0.0,0.27,1.4,1.0,8.34,19,38,68
734,a,100.0,100.0,5.9,101,66.0,0,0.0,-1,1.0,0.0,676,282.0,12,0,1.5,394.0,177.0,0,53,1.2,275.0,123.0,0.2,2.0,0.0,3757,16,3385,34,1.2,0.2,0.39,0.68,1.07,5.51,0.12,0.2,0.32,1.64,49.8,382.0,169.0,108.8,199.0,129.0,71.0,253.0,138.0,23.0,321.0,156.0,,,,22,,Dilane,Bakwa,Bakwa,,,302,0,1,0,7,0,0,0,1,0,0,3,23,,,,0.0,0.0,2.09,0.89,6.85,1,3,19
528,a,,,4.2,623,34.0,0,0.0,-3,3.0,0.2,379,55.0,0,0,0.0,613.0,83.0,0,0,0.0,534.0,78.0,0.0,0.0,0.0,10137,56,30953,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,603.0,83.0,0.0,598.0,73.0,0.0,567.0,59.0,0.0,607.0,83.0,,,,22,,Anthony,Patterson,Patterson,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
129,a,100.0,100.0,5.0,273,168.0,0,0.0,0,0.0,0.1,460,157.0,67,2,3.0,190.0,80.0,0,288,4.6,35.0,14.0,0.9,13.4,0.0,18809,909,14805,195,4.6,4.6,1.06,1.01,2.07,25.69,0.06,0.05,0.11,1.4,280.2,149.0,55.0,188.9,124.0,90.0,104.0,203.0,114.0,57.3,150.0,84.0,,,,22,,Yehor,Yarmoliuk,Yarmoliuk,,,1654,1,2,5,26,0,0,0,4,0,0,20,204,,,,0.0,0.27,1.41,1.09,11.1,45,43,116
130,a,,,4.4,554,331.0,0,0.0,-1,1.0,0.1,471,162.0,1,1,1.0,447.0,202.0,0,4,0.2,373.0,165.0,0.0,0.2,0.0,12844,76,16550,85,0.2,0.2,0.05,0.01,0.06,0.0,4.5,0.9,5.4,0.0,3.0,460.0,212.0,10.5,397.0,198.0,4.0,409.0,203.0,1.8,448.0,204.0,,,,22,,Romelle,Donovan,Donovan,,,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,0.0,0.0,0.0,0.0,90.0,0,0,1
529,a,,,3.9,720,66.0,0,0.0,-1,1.0,0.4,279,38.0,0,0,0.0,514.0,35.0,0,0,0.0,429.0,30.0,0.0,0.0,0.0,16466,68,30786,190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504.0,35.0,0.0,497.0,22.0,0.0,459.0,7.0,0.0,507.0,35.0,,,,22,,Simon,Moore,Moore,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
530,u,0.0,,3.9,749,83.0,0,0.0,-1,1.0,0.1,427,66.0,0,0,0.0,534.0,52.0,0,0,0.0,450.0,47.0,0.0,0.0,0.0,7473,38,11109,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,524.0,52.0,0.0,517.0,39.0,0.0,480.0,24.0,0.0,527.0,52.0,,,,22,,Blondy,Nna Noukeu,Nna Noukeu,has joined US Boulogne CO permanently.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
531,a,100.0,100.0,4.6,389,68.0,0,0.0,1,-1.0,3.0,106,43.0,81,4,4.5,33.0,15.0,7,249,1.2,265.0,95.0,0.3,17.6,0.0,1010724,8155,888701,2675,1.2,1.2,1.98,0.48,2.46,19.48,0.14,0.03,0.17,1.34,433.4,47.0,22.0,97.2,219.0,62.0,305.0,47.0,2.0,83.6,69.0,14.0,,,,22,,Daniel,Ballard,Ballard,,,1311,2,1,4,16,0,0,0,2,0,0,14,171,,,,0.0,0.27,1.1,0.96,10.92,21,138,33
137,u,0.0,0.0,4.4,542,74.0,0,0.0,-1,1.0,0.3,297,48.0,0,0,0.0,654.0,67.0,0,0,0.0,591.0,58.0,0.0,0.0,0.0,52422,0,76900,355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,646.0,67.0,0.0,643.0,66.0,0.0,619.0,66.0,0.0,649.0,67.0,,,,22,,Iwan,Morgan,Morgan,has joined Shrewsbury on loan for the rest of the season.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
748,i,0.0,0.0,4.9,293,181.0,0,0.0,-1,1.0,0.0,785,347.0,0,0,0.0,744.0,318.0,0,0,0.0,700.0,290.0,0.0,0.0,0.0,146,2,181,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,744.0,318.0,0.0,740.0,318.0,0.0,731.0,316.0,0.0,744.0,318.0,,,,22,,Josh,Dasilva,Dasilva,Knee injury - Expected back 01 Feb,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
138,a,,,4.2,614,31.0,0,0.0,-3,3.0,0.2,340,48.0,0,0,0.0,612.0,82.0,0,0,0.0,531.0,77.0,0.0,0.0,0.0,8875,85,37294,103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601.0,82.0,0.0,596.0,71.0,0.0,563.0,56.0,0.0,605.0,82.0,,,,22,,Jason,Steele,Steele,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
139,a,,,4.5,433,25.0,0,0.0,0,0.0,5.9,69,11.0,70,2,3.2,152.0,14.0,4,367,2.8,146.0,15.0,0.6,15.6,0.0,594790,4539,698755,4969,2.8,2.8,0.0,0.01,0.01,31.96,0.0,0.0,0.0,1.45,558.4,14.0,3.0,10.0,402.0,7.0,0.0,657.0,73.0,56.8,151.0,3.0,,,,22,,Bart,Verbruggen,Verbruggen,,,1980,0,0,5,29,1,1,0,3,0,62,22,102,,,,2.82,0.23,1.32,1.0,0.0,1,19,201
140,a,,,3.9,730,74.0,0,0.0,-1,1.0,0.3,304,40.0,0,0,0.0,522.0,43.0,0,0,0.0,438.0,38.0,0.0,0.0,0.0,16440,72,25618,110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,43.0,0.0,505.0,30.0,0.0,468.0,15.0,0.0,515.0,43.0,,,,22,,Tom,McGill,McGill,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
142,u,0.0,0.0,4.0,660,48.0,0,0.0,0,0.0,0.0,778,90.0,0,0,0.0,563.0,66.0,0,0,0.0,478.0,61.0,0.0,0.0,0.0,0,0,196,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,552.0,66.0,0.0,547.0,55.0,0.0,512.0,40.0,0.0,555.0,66.0,,,,22,,Kjell,Scherpen,Scherpen,Has joined Union SG permanently,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
143,a,,,4.2,620,146.0,0,0.0,-3,3.0,0.1,501,181.0,10,1,2.5,248.0,94.0,2,44,0.2,363.0,138.0,0.0,2.4,0.0,4725,33,11645,29,0.2,0.2,0.05,0.18,0.23,2.47,0.03,0.11,0.14,1.55,41.8,390.0,151.0,24.8,362.0,130.0,8.0,383.0,140.0,7.5,408.0,147.0,,,,22,,Olivier,Boscagli,Boscagli,,,143,0,0,1,1,0,0,0,1,0,0,2,16,,,,0.0,0.63,0.63,1.26,10.07,3,13,12
144,a,,,4.2,633,153.0,0,0.0,-3,3.0,0.1,566,206.0,10,0,2.0,315.0,119.0,0,32,0.0,543.0,227.0,0.0,2.4,0.0,2660,21,7214,28,0.0,0.0,0.0,0.01,0.01,4.52,0.0,0.0,0.0,2.11,42.4,389.0,150.0,3.7,427.0,156.0,2.0,419.0,157.0,4.8,423.0,155.0,,,,22,,Diego,Coppola,Coppola,,,193,0,0,1,3,0,0,0,2,0,0,2,19,,,,0.0,0.47,1.4,0.93,8.39,2,16,6
145,a,100.0,100.0,4.3,578,135.0,0,0.0,-2,2.0,2.1,127,50.0,49,0,2.7,226.0,86.0,6,184,0.6,311.0,114.0,0.1,11.4,0.0,242338,487,658302,3422,0.6,0.6,1.34,1.98,3.32,18.74,0.12,0.18,0.3,1.73,192.8,217.0,88.0,298.9,61.0,12.0,118.0,174.0,34.0,61.0,137.0,44.0,3.0,6.0,,22,,Maxim,De Cuyper,De Cuyper,,,975,2,0,3,16,0,0,0,2,0,0,12,65,,,,0.0,0.28,1.48,1.11,3.78,14,27,45
146,a,100.0,100.0,4.5,398,72.0,0,0.0,0,0.0,0.9,191,74.0,50,2,2.4,263.0,104.0,0,254,2.6,161.0,62.0,0.6,11.1,0.0,128423,821,176340,670,2.6,2.6,0.7,0.27,0.97,29.72,0.03,0.01,0.04,1.45,393.8,66.0,30.0,76.9,253.0,73.0,83.0,233.0,63.0,55.6,157.0,49.0,,1.0,,22,,Lewis,Dunk,Dunk,,,1845,0,1,4,28,0,0,0,8,0,0,20,191,,,,0.0,0.2,1.37,0.98,7.27,22,127,89
