id,first_name,second_name,web_name,status,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,selected_by_percent,selected_rank,selected_rank_type,form,form_rank,form_rank_type,event_points,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,transfers_in_event,transfers_out_event,value_form,value_season,ep_next,ep_this,points_per_game,points_per_game_rank,points_per_game_rank_type,chance_of_playing_next_round,chance_of_playing_this_round,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,set_piece_threat,corners_and_indirect_freekicks_text,direct_freekicks_text,penalties_text,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,saves_per_90,clean_sheets_per_90,goals_conceded_per_90,starts_per_90,defensive_contribution_per_90,gw,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,bonus,bps,transfers_in,transfers_out,dreamteam_count,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence,creativity,threat,ict_index,tackles,clearances_blocks_interceptions,recoveries,defensive_contribution
125,Vitaly,Janelt,Janelt,a,,,4.9,296,183.0,0.3,303,102.0,5.6,14.0,6.0,1,0,0.0,-1,1.0,3679,1102,1.1,10.8,5.6,5.6,3.1,172.0,72.0,100.0,100.0,182.0,76.0,86.0,64.0,264.0,142.0,168.0,90.0,5.0,,,,,,,0.05,0.18,0.23,1.4,0.0,0.42,0.96,0.85,12.84,22,1.0,90.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,19.0,7815.0,1768.0,0.0,0.030000000000000027,0.20999999999999996,0.2400000000000002,1.5899999999999999,20.400000000000006,63.29999999999998,2.0,8.600000000000001,1.0,1.0,5.0,7.0
126,Mathias,Jensen,Jensen,a,,,4.9,299,185.0,0.1,500,175.0,2.0,204.0,85.0,2,0,0.0,-1,1.0,151,114,0.4,8.8,2.0,2.0,2.1,307.0,136.0,,,245.0,103.0,114.0,82.0,207.0,116.0,202.0,104.0,3.0,,5.0,,,,,0.13,0.22,0.35,1.42,0.0,0.42,1.16,1.05,8.22,22,2.0,90.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,225.0,244.0,0.0,0.4,0.31999999999999984,0.7200000000000002,1.5899999999999999,14.0,40.80000000000001,25.0,8.0,2.0,1.0,5.0,8.0
278,Jesurun,Rak-Sakyi,J.Rak-Sakyi,a,,,4.4,532,317.0,0.0,636,258.0,0.0,585.0,205.0,0,0,0.0,-1,1.0,28,5,0.0,0.0,0.0,0.0,0.0,648.0,248.0,100.0,100.0,639.0,240.0,637.0,245.0,612.0,234.0,642.0,242.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,Carlos,Alcaraz Durán,Alcaraz,i,Knock - Unknown return date,,5.2,218,135.0,0.1,481,167.0,0.6,323.0,145.0,0,0,0.0,-3,3.0,2,166,0.1,4.8,0.0,0.0,1.7,361.0,158.0,0.0,0.0,341.0,151.0,162.0,110.0,130.0,76.0,245.0,118.0,,,,,,,,0.14,0.06,0.2,1.78,0.0,0.41,1.1,0.82,8.23,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
779,Braiden,Graham,Graham,a,,,4.5,494,68.0,0.0,713,84.0,0.0,673.0,69.0,0,0,0.0,0,0.0,156,50,0.0,0.0,0.0,0.0,0.0,727.0,78.0,,,727.0,78.0,722.0,77.0,705.0,77.0,727.0,78.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
746,Kieran,Morrison,Morrison,a,,,4.5,480,295.0,0.0,732,314.0,0.0,661.0,260.0,0,0,0.0,0,0.0,9,17,0.0,0.0,0.5,0.5,0.0,716.0,298.0,,,715.0,297.0,710.0,297.0,693.0,292.0,715.0,297.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
434,Tom,Heaton,Heaton,a,,,3.9,717,63.0,0.3,330,45.0,0.0,427.0,28.0,0,0,0.0,-1,1.0,58,230,0.0,0.0,-1.0,-0.5,0.0,512.0,33.0,,,502.0,33.0,494.0,19.0,456.0,4.0,505.0,33.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439,Diego,León Blanco,D.Leon,a,,,4.2,639,156.0,0.1,555,201.0,0.0,548.0,229.0,0,0,0.0,-3,3.0,28,49,0.0,0.0,-1.0,-0.5,0.0,619.0,243.0,,,609.0,243.0,606.0,243.0,576.0,240.0,613.0,244.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
495,Isaac,Hayden,Hayden,u,Has departed the club as a free agent.,,4.5,402,245.0,0.0,743,319.0,0.0,607.0,219.0,0,0,0.0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,668.0,260.0,0.0,0.0,662.0,255.0,658.0,258.0,635.0,249.0,665.0,257.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
572,Radu,Drăgușin,Dragusin,a,,,4.5,437,88.0,0.0,715,245.0,0.2,375.0,142.0,0,0,0.0,0,0.0,23,26,0.0,0.2,0.2,0.2,1.0,450.0,164.0,100.0,100.0,682.0,252.0,459.0,167.0,410.0,152.0,471.0,167.0,,,,,,,,1.08,0.0,1.08,1.08,0.0,0.0,0.0,0.0,18.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
