id,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,now_cost_rank,now_cost_rank_type,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,selected_by_percent,selected_rank,selected_rank_type,total_points,event_points,points_per_game,points_per_game_rank,points_per_game_rank_type,bonus,bps,form,form_rank,form_rank_type,value_form,value_season,dreamteam_count,transfers_in,transfers_in_event,transfers_out,transfers_out_event,ep_next,ep_this,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,influence_rank,influence_rank_type,creativity,creativity_rank,creativity_rank_type,threat,threat_rank,threat_rank_type,ict_index,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,gw,set_piece_threat,first_name,second_name,web_name,news,news_added,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,defensive_contribution,corners_and_indirect_freekicks_text,direct_freekicks_text,penalties_text,saves_per_90,clean_sheets_per_90,goals_conceded_per_90,starts_per_90,defensive_contribution_per_90,tackles,clearances_blocks_interceptions,recoveries
102,a,,,3.9,709,74.0,0,0.0,-1,1.0,0.3,328,45.0,0,0,0.0,497.0,44.0,0,0,0.0,436.0,38.0,0.0,0.0,0.0,11949,20,19642,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492.0,44.0,0.0,476.0,31.0,0.0,443.0,16.0,0.0,491.0,44.0,,,,18,,Ellery,Balcombe,Balcombe,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
103,a,,,3.9,727,82.0,0,0.0,-1,1.0,0.2,385,58.0,0,0,0.0,510.0,52.0,0,0,0.0,449.0,46.0,0.0,0.0,0.0,10775,7,9131,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504.0,52.0,0.0,489.0,39.0,0.0,456.0,24.0,0.0,504.0,52.0,,,,18,,Matthew,Cox,Cox,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
104,a,,,3.9,734,84.0,0,0.0,-1,1.0,0.1,427,66.0,0,0,0.0,517.0,54.0,0,0,0.0,456.0,48.0,0.0,0.0,0.0,11918,3,6899,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511.0,54.0,0.0,496.0,41.0,0.0,463.0,26.0,0.0,511.0,54.0,,,,18,,Julian,Eyestone,Eyestone,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
105,a,,,3.9,728,83.0,0,0.0,-1,1.0,0.7,221,29.0,0,0,0.0,511.0,53.0,0,0,0.0,450.0,47.0,0.0,0.0,0.0,34352,14,60413,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.0,53.0,0.0,490.0,40.0,0.0,457.0,25.0,0.0,505.0,53.0,,,,18,,Hákon Rafn,Valdimarsson,Valdimarsson,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
106,a,,,4.9,313,55.0,0,0.0,-1,1.0,1.6,151,60.0,53,0,3.1,163.0,66.0,2,168,3.3,68.0,24.0,0.7,10.8,0.0,174651,73,178354,325,3.3,3.3,1.06,0.83,1.89,21.35,0.07,0.05,0.12,1.32,398.0,26.0,11.0,65.4,239.0,68.0,157.0,92.0,10.0,62.2,81.0,19.0,,,,18,,Nathan,Collins,Collins,,,1456,0,0,3,24,1,0,0,4,0,0,16,208,,,,0.0,0.19,1.48,0.99,10.88,17,159,71
107,a,,,4.8,353,62.0,0,0.0,-2,2.0,1.5,152,61.0,51,0,3.4,122.0,46.0,3,137,5.0,11.0,4.0,1.0,10.6,0.0,186366,1591,49262,218,5.0,5.0,0.92,0.69,1.61,10.81,0.13,0.1,0.23,1.52,154.8,216.0,88.0,97.0,179.0,44.0,117.0,133.0,23.0,36.8,201.0,66.0,,,,18,,Keane,Lewis-Potter,Lewis-Potter,,,640,2,1,4,12,0,0,0,1,0,0,7,49,,,,0.0,0.56,1.69,0.98,4.22,10,20,23
108,a,100.0,100.0,4.4,498,103.0,0,0.0,-1,1.0,0.2,397,146.0,24,0,2.2,263.0,102.0,0,63,0.2,380.0,139.0,0.0,5.5,0.0,14713,7,20471,19,0.2,0.2,0.43,0.52,0.95,8.71,0.06,0.08,0.14,1.28,114.6,250.0,99.0,26.3,328.0,112.0,101.0,158.0,30.0,24.3,270.0,94.0,,,,18,,Kristoffer,Ajer,Ajer,,,611,0,2,1,12,0,0,0,1,0,0,7,62,,,,0.0,0.15,1.77,1.03,8.1,18,37,15
109,a,,,4.3,554,127.0,0,0.0,-2,2.0,0.1,424,158.0,19,0,1.5,354.0,127.0,0,47,2.2,141.0,57.0,0.5,4.4,0.0,9459,13,14482,13,2.2,2.2,0.14,0.19,0.33,9.72,0.03,0.04,0.07,1.98,50.4,345.0,126.0,28.5,322.0,109.0,19.0,323.0,107.0,9.7,363.0,123.0,,,,18,,Rico,Henry,Henry,,,442,0,1,1,9,0,0,0,2,0,0,3,35,,,,0.0,0.2,1.83,0.61,5.09,7,18,34
110,a,,,4.5,477,96.0,0,0.0,0,0.0,0.7,220,82.0,48,0,2.8,196.0,75.0,6,225,2.2,146.0,62.0,0.5,10.7,0.0,130418,47,74487,195,2.2,2.2,0.17,1.67,1.84,21.81,0.01,0.1,0.11,1.33,301.8,85.0,37.0,256.2,50.0,8.0,54.0,250.0,76.0,61.3,84.0,21.0,,,,18,,Michael,Kayode,Kayode,,,1477,0,1,3,24,0,0,0,3,0,0,17,154,,,,0.0,0.18,1.46,1.04,6.64,37,72,74
111,a,100.0,100.0,4.2,612,150.0,0,0.0,-3,3.0,0.1,443,162.0,4,0,1.3,380.0,135.0,0,21,0.7,304.0,110.0,0.2,1.0,0.0,9379,7,22641,11,0.7,0.7,0.0,0.06,0.06,3.18,0.0,0.02,0.02,1.26,62.8,326.0,121.0,1.1,419.0,155.0,12.0,348.0,120.0,7.6,383.0,133.0,,,,18,,Ethan,Pinnock,Pinnock,,,228,0,0,0,5,1,0,0,1,0,0,3,33,,,,0.0,0.0,1.97,1.18,11.45,4,25,9
112,u,0.0,0.0,4.5,410,81.0,0,0.0,0,0.0,0.0,684,235.0,0,0,0.0,648.0,242.0,0,0,0.0,606.0,236.0,0.0,0.0,0.0,211,0,3857,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,645.0,243.0,0.0,637.0,243.0,0.0,622.0,242.0,0.0,646.0,243.0,,,,18,,Mads,Roerslev Rasmussen,Roerslev,Has joined Southampton permanently.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
113,a,,,4.5,419,85.0,0,0.0,0,0.0,1.3,163,66.0,52,0,3.1,159.0,63.0,0,190,2.5,114.0,44.0,0.6,11.6,0.0,199698,119,101000,314,2.5,2.5,1.86,0.2,2.06,22.42,0.11,0.01,0.12,1.32,341.4,44.0,21.0,31.7,316.0,106.0,173.0,80.0,7.0,54.7,104.0,30.0,,,,18,,Sepp,van den Berg,Van den Berg,,,1530,0,0,3,25,0,0,0,1,0,0,17,184,,,,0.0,0.18,1.47,1.0,9.06,12,142,56
114,a,100.0,100.0,3.9,745,228.0,0,0.0,-1,1.0,0.2,354,131.0,0,0,0.0,528.0,195.0,0,0,0.0,467.0,180.0,0.0,0.0,0.0,11172,1,25157,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522.0,197.0,0.0,507.0,197.0,0.0,474.0,187.0,0.0,522.0,197.0,,,,18,,Benjamin,Arthur,Arthur,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
115,u,0.0,0.0,4.0,683,195.0,0,0.0,0,0.0,0.1,497,180.0,0,0,0.0,576.0,224.0,0,0,0.0,516.0,210.0,0.0,0.0,0.0,2020,0,13696,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,570.0,226.0,0.0,557.0,226.0,0.0,526.0,218.0,0.0,570.0,226.0,,,,18,,Benjamin,Fredrick,Fredrick,has joined Dender on loan for the rest of the season.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
116,a,100.0,100.0,4.0,651,170.0,0,0.0,0,0.0,0.5,246,91.0,24,0,2.4,238.0,90.0,0,70,2.5,112.0,42.0,0.6,6.0,0.0,54519,60,46228,103,2.5,2.5,0.35,0.17,0.52,3.97,0.08,0.04,0.12,0.87,49.4,346.0,127.0,9.9,386.0,136.0,35.0,285.0,89.0,9.5,365.0,125.0,,,,18,,Aaron,Hickey,Hickey,,,410,0,0,2,5,0,0,0,1,0,0,5,35,,,,0.0,0.44,1.1,1.1,6.15,8,20,24
117,u,0.0,0.0,3.9,740,224.0,0,0.0,-1,1.0,0.1,482,175.0,0,0,0.0,523.0,191.0,0,0,0.0,462.0,176.0,0.0,0.0,0.0,4108,0,14759,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517.0,193.0,0.0,502.0,193.0,0.0,469.0,183.0,0.0,517.0,193.0,,,,18,,Kim,Ji-soo,Ji-soo,has joined Kaiserslautern on loan for the rest of the season.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
118,u,0.0,0.0,4.0,661,176.0,0,0.0,0,0.0,0.0,588,210.0,0,0,0.0,558.0,209.0,0,0,0.0,497.0,194.0,0.0,0.0,0.0,279,0,10657,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,552.0,211.0,0.0,539.0,211.0,0.0,507.0,202.0,0.0,552.0,211.0,,,,18,,Jayden,Meghoma,Meghoma,Has joined Rangers on loan for the rest of the season.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
120,a,100.0,100.0,7.0,40,24.0,0,0.0,0,0.0,0.8,208,74.0,50,0,3.1,171.0,74.0,2,174,1.3,243.0,113.0,0.2,7.1,0.0,280210,112,233509,271,1.3,1.3,3.87,1.0,4.87,16.51,0.26,0.07,0.33,1.12,245.8,129.0,47.0,207.1,77.0,57.0,363.0,18.0,10.0,81.7,35.0,26.0,,,3.0,18,,Kevin,Schade,Schade,,,1323,3,2,4,17,0,0,1,5,0,0,15,101,,,,0.0,0.27,1.16,1.02,6.87,22,32,47
121,a,,,5.8,110,72.0,0,0.0,-2,2.0,0.6,235,83.0,47,0,3.1,168.0,72.0,3,197,2.0,171.0,72.0,0.3,8.1,0.0,87911,54,136811,105,2.0,2.0,0.96,2.26,3.22,16.2,0.08,0.2,0.28,1.42,226.0,146.0,57.0,332.5,26.0,25.0,120.0,131.0,77.0,67.9,67.0,42.0,1.0,3.0,,18,,Mikkel,Damsgaard,Damsgaard,,,1028,1,2,2,17,0,0,0,0,0,0,12,103,,,,0.0,0.18,1.49,1.05,9.02,28,20,55
122,i,0.0,0.0,5.2,221,138.0,0,0.0,-3,3.0,0.0,629,255.0,1,0,1.0,449.0,213.0,0,5,0.0,729.0,320.0,0.0,0.2,0.0,1899,0,6691,1,0.0,0.0,0.0,0.01,0.01,1.49,0.0,0.02,0.02,2.98,4.0,441.0,203.0,1.8,415.0,201.0,0.0,739.0,326.0,0.6,447.0,206.0,,,,18,,Antoni,Milambo,Milambo,Knee injury - Expected back 01 Jun,,45,0,0,0,3,0,0,0,0,0,0,1,4,,,,0.0,0.0,6.0,2.0,8.0,2,0,2
123,i,0.0,0.0,4.7,377,234.0,0,0.0,-3,3.0,0.1,434,147.0,13,0,2.2,265.0,114.0,1,42,0.0,673.0,281.0,0.0,2.8,0.0,27028,1,49447,17,0.0,0.0,0.7,0.03,0.73,2.08,0.63,0.03,0.66,1.87,39.0,369.0,164.0,6.5,395.0,196.0,36.0,283.0,150.0,8.1,377.0,178.0,4.0,,4.0,18,,Fábio,Freitas Gouveia Carvalho,Carvalho,Knee injury - Expected back 01 Jun,,100,1,0,0,4,0,0,0,0,0,0,1,8,,,,0.0,0.0,3.6,0.9,7.2,3,0,5
124,a,100.0,100.0,5.0,238,147.0,0,0.0,0,0.0,0.5,251,87.0,53,0,3.3,137.0,60.0,5,235,3.7,56.0,26.0,0.7,10.6,0.0,86212,113,64515,70,3.7,3.7,0.33,1.25,1.58,17.03,0.02,0.09,0.11,1.26,248.6,125.0,44.0,244.3,54.0,44.0,37.0,279.0,147.0,52.9,110.0,62.0,,,,18,,Jordan,Henderson,Henderson,,,1218,1,3,3,19,0,0,0,3,0,0,14,116,,,,0.0,0.22,1.4,1.03,8.57,17,38,61
125,a,100.0,100.0,4.9,294,182.0,0,0.0,-1,1.0,0.0,605,233.0,25,0,2.1,279.0,123.0,2,92,2.5,116.0,52.0,0.5,5.1,0.0,4468,20,2740,2,2.5,2.5,0.25,0.54,0.79,5.33,0.06,0.12,0.18,1.21,85.4,294.0,130.0,92.9,187.0,125.0,29.0,297.0,158.0,20.5,296.0,142.0,5.0,,,18,,Vitaly,Janelt,Janelt,,,398,0,1,2,4,0,0,0,2,0,0,3,60,,,,0.0,0.45,0.9,0.68,13.57,13,21,26
126,a,,,4.9,297,184.0,0,0.0,-1,1.0,0.1,489,169.0,33,0,2.2,269.0,117.0,0,135,1.8,179.0,76.0,0.4,6.7,0.0,10935,10,12781,4,1.8,1.8,0.61,1.1,1.71,7.08,0.1,0.18,0.28,1.18,129.6,234.0,101.0,95.2,184.0,123.0,49.0,256.0,137.0,27.3,257.0,128.0,3.0,,,18,,Mathias,Jensen,Jensen,,,540,2,0,2,8,0,0,0,0,0,0,6,50,,,,0.0,0.33,1.33,1.0,8.33,12,16,22
127,a,100.0,100.0,4.9,334,208.0,0,0.0,-1,1.0,0.0,681,288.0,0,0,0.0,728.0,315.0,0,0,0.0,706.0,303.0,0.0,0.0,0.0,1163,4,1470,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729.0,315.0,0.0,725.0,315.0,0.0,718.0,313.0,0.0,729.0,315.0,,,,18,,Gustavo,Nunes Fernandes Gomes,Nunes,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
128,n,0.0,0.0,4.8,354,221.0,0,0.0,-2,2.0,0.0,579,216.0,12,0,2.0,290.0,128.0,0,41,0.0,681.0,288.0,0.0,2.5,0.0,5128,0,8029,4,0.0,0.0,0.0,0.36,0.36,2.02,0.0,0.37,0.37,2.07,28.4,388.0,176.0,13.6,365.0,188.0,4.0,388.0,195.0,4.6,403.0,185.0,,,,18,,Frank,Onyeka,Onyeka,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,,88,0,2,0,2,0,0,0,0,0,0,0,10,,,,0.0,0.0,2.05,0.0,10.23,2,3,5
129,a,100.0,100.0,5.0,270,167.0,0,0.0,0,0.0,0.1,509,178.0,44,0,2.6,222.0,96.0,0,185,1.5,218.0,96.0,0.3,8.8,0.0,12907,10,12751,8,1.5,1.5,0.34,0.62,0.96,18.07,0.03,0.05,0.08,1.34,179.8,187.0,74.0,128.0,141.0,99.0,49.0,258.0,139.0,35.6,211.0,108.0,,,,18,,Yehor,Yarmoliuk,Yarmoliuk,,,1217,0,1,3,21,0,0,0,3,0,0,15,146,,,,0.0,0.22,1.55,1.11,10.8,30,34,82
130,a,,,4.4,539,321.0,0,0.0,-1,1.0,0.1,466,157.0,0,0,0.0,637.0,246.0,0,0,0.0,593.0,220.0,0.0,0.0,0.0,11717,9,14954,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,633.0,241.0,0.0,625.0,241.0,0.0,607.0,236.0,0.0,634.0,242.0,,,,18,,Romelle,Donovan,Donovan,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
131,a,,,4.3,601,346.0,0,0.0,-2,2.0,0.2,356,119.0,0,0,0.0,611.0,233.0,0,0,0.0,564.0,206.0,0.0,0.0,0.0,34637,34,32804,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,607.0,227.0,0.0,598.0,226.0,0.0,577.0,221.0,0.0,608.0,228.0,,,,18,,Yunus Emre,Konak,Konak,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
132,a,100.0,100.0,4.5,408,246.0,0,0.0,0,0.0,0.0,639,262.0,0,0,0.0,647.0,252.0,0,0,0.0,604.0,227.0,0.0,0.0,0.0,2824,12,3372,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644.0,248.0,0.0,636.0,247.0,0.0,620.0,243.0,0.0,645.0,249.0,,,,18,,Paris,Maghoma,Maghoma,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
133,a,,,4.4,516,306.0,0,0.0,-1,1.0,0.0,600,229.0,0,0,0.0,621.0,235.0,0,0,0.0,575.0,208.0,0.0,0.0,0.0,3466,4,5042,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,616.0,229.0,0.0,608.0,229.0,0.0,588.0,223.0,0.0,617.0,230.0,,,,18,,Myles,Peart-Harris,Peart-Harris,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
134,u,0.0,0.0,4.5,472,289.0,0,0.0,0,0.0,0.0,741,324.0,0,0,0.0,694.0,290.0,0,0,0.0,654.0,267.0,0.0,0.0,0.0,0,0,918,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,692.0,287.0,0.0,686.0,287.0,0.0,671.0,283.0,0.0,693.0,288.0,,,,18,,Ryan,Trevitt,Trevitt,Has joined Wigan on loan for the rest of the season,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
136,a,100.0,100.0,7.0,39,16.0,-1,1.0,10,-10.0,29.9,9,3.0,84,0,4.9,24.0,2.0,12,311,3.3,75.0,7.0,0.5,12.0,0.0,5619008,1267,2047792,10731,3.3,3.3,9.0,0.33,9.33,21.24,0.58,0.02,0.6,1.36,467.6,7.0,2.0,125.2,146.0,9.0,511.0,4.0,3.0,110.4,10.0,2.0,,,2.0,18,,Igor Thiago,Nascimento Rodrigues,Thiago,,,1401,11,0,3,23,0,0,1,3,0,0,16,85,,,,0.0,0.19,1.48,1.03,5.46,15,37,33
137,a,,,4.4,528,70.0,0,0.0,-1,1.0,0.4,271,42.0,0,0,0.0,629.0,65.0,0,0,0.0,584.0,57.0,0.0,0.0,0.0,50962,30,67944,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,624.0,65.0,0.0,616.0,64.0,0.0,597.0,64.0,0.0,625.0,65.0,,,,18,,Iwan,Morgan,Morgan,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
748,i,0.0,0.0,4.9,290,180.0,0,0.0,-1,1.0,0.0,760,335.0,0,0,0.0,716.0,306.0,0,0,0.0,691.0,293.0,0.0,0.0,0.0,120,0,151,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,717.0,306.0,0.0,713.0,306.0,0.0,705.0,304.0,0.0,717.0,306.0,,,,18,,Josh,Dasilva,Dasilva,Knee injury - Expected back 01 Jan,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
138,a,,,4.2,602,32.0,0,0.0,-3,3.0,0.3,334,47.0,0,0,0.0,584.0,79.0,0,0,0.0,524.0,73.0,0.0,0.0,0.0,7832,2,35243,12,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,578.0,79.0,0.0,565.0,68.0,0.0,534.0,53.0,0.0,578.0,79.0,,,,18,,Jason,Steele,Steele,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
139,a,,,4.4,520,26.0,0,0.0,-1,1.0,5.4,72,13.0,56,0,3.3,130.0,14.0,3,285,3.8,49.0,3.0,0.9,12.7,0.0,428253,1394,605415,220,3.8,2.8,0.0,0.01,0.01,22.64,0.0,0.0,0.0,1.33,441.6,10.0,3.0,10.0,379.0,6.0,0.0,590.0,65.0,45.1,151.0,2.0,,,,18,,Bart,Verbruggen,Verbruggen,,,1530,0,0,4,23,1,1,0,2,0,49,17,102,,,,2.88,0.24,1.35,1.0,0.0,1,9,165
140,a,,,3.9,705,72.0,0,0.0,-1,1.0,0.3,300,40.0,0,0,0.0,494.0,42.0,0,0,0.0,433.0,36.0,0.0,0.0,0.0,14793,14,22884,15,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489.0,42.0,0.0,473.0,29.0,0.0,440.0,14.0,0.0,488.0,42.0,,,,18,,Tom,McGill,McGill,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
141,u,0.0,0.0,4.0,652,53.0,0,0.0,0,0.0,0.0,754,86.0,0,0,0.0,550.0,71.0,0,0,0.0,489.0,65.0,0.0,0.0,0.0,0,0,230,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544.0,71.0,0.0,531.0,60.0,0.0,499.0,45.0,0.0,544.0,71.0,,,,18,,Carl,Rushworth,Rushworth,Has joined Coventry City on loan for the rest of the season.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
142,u,0.0,0.0,4.0,641,47.0,0,0.0,0,0.0,0.0,757,87.0,0,0,0.0,540.0,65.0,0,0,0.0,479.0,59.0,0.0,0.0,0.0,0,0,191,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,534.0,65.0,0.0,521.0,54.0,0.0,489.0,39.0,0.0,534.0,65.0,,,,18,,Kjell,Scherpen,Scherpen,Has joined Union SG permanently,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
143,a,,,4.2,609,147.0,0,0.0,-3,3.0,0.1,496,179.0,9,0,3.0,175.0,68.0,2,40,1.5,208.0,76.0,0.4,2.1,0.0,4209,7,10713,4,1.5,0.5,0.0,0.11,0.11,2.47,0.0,0.07,0.07,1.57,39.0,367.0,137.0,10.2,376.0,135.0,2.0,395.0,146.0,5.2,396.0,139.0,,,,18,,Olivier,Boscagli,Boscagli,,,142,0,0,1,1,0,0,0,1,0,0,2,16,,,,0.0,0.63,0.63,1.27,10.14,3,13,10
144,a,,,4.2,619,154.0,0,0.0,-3,3.0,0.1,563,204.0,10,0,2.5,226.0,84.0,0,32,1.2,248.0,88.0,0.3,2.4,0.0,2213,4,6596,4,1.2,0.2,0.0,0.01,0.01,1.59,0.0,0.01,0.01,1.34,36.4,373.0,141.0,2.7,408.0,147.0,0.0,542.0,227.0,3.9,409.0,147.0,,,,18,,Diego,Coppola,Coppola,,,107,0,0,1,1,0,0,0,1,0,0,1,16,,,,0.0,0.84,0.84,0.84,12.62,1,14,4
145,a,100.0,100.0,4.3,563,134.0,0,0.0,-2,2.0,2.4,120,46.0,46,0,3.3,129.0,49.0,6,178,4.8,14.0,6.0,1.1,10.7,0.0,205615,1091,587997,261,4.8,3.8,1.23,1.92,3.15,12.38,0.15,0.23,0.38,1.46,177.4,193.0,80.0,263.5,47.0,6.0,113.0,141.0,25.0,55.5,102.0,29.0,3.0,6.0,,18,,Maxim,De Cuyper,De Cuyper,,,763,2,0,3,12,0,0,0,1,0,0,9,57,,,,0.0,0.35,1.42,1.06,3.89,10,23,35
146,a,100.0,100.0,4.5,396,73.0,0,0.0,0,0.0,0.9,198,77.0,37,0,2.3,248.0,95.0,0,194,1.2,251.0,91.0,0.3,8.2,0.0,106563,107,160955,42,1.2,0.2,0.57,0.14,0.71,20.4,0.04,0.01,0.05,1.32,274.6,101.0,47.0,43.8,285.0,91.0,64.0,224.0,61.0,38.4,193.0,65.0,,1.0,,18,,Lewis,Dunk,Dunk,,,1395,0,1,3,22,0,0,0,5,0,0,15,147,,,,0.0,0.19,1.42,0.97,6.77,15,90,68
147,u,0.0,0.0,4.5,406,78.0,0,0.0,0,0.0,0.0,706,240.0,0,0,0.0,645.0,240.0,0,0,0.0,602.0,233.0,0.0,0.0,0.0,0,0,1942,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,642.0,241.0,0.0,634.0,241.0,0.0,618.0,239.0,0.0,643.0,241.0,,,,18,,Pervis,Estupiñán Tenorio,Estupiñan,Has joined AC Milan permanently,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
148,a,,,4.4,505,109.0,0,0.0,-1,1.0,0.2,340,123.0,40,0,2.5,230.0,87.0,1,177,2.7,101.0,36.0,0.6,9.1,0.0,34346,114,32010,21,2.7,1.7,0.69,1.21,1.9,18.19,0.05,0.09,0.14,1.32,184.6,182.0,78.0,144.9,118.0,28.0,84.0,184.0,39.0,41.6,171.0,57.0,2.0,,,18,,Ferdi,Kadıoğlu,F.Kadıoğlu,,,1242,0,0,4,18,0,0,0,4,0,0,13,102,,,,0.0,0.29,1.3,0.94,5.22,29,43,55
150,u,0.0,0.0,4.4,507,111.0,0,0.0,-1,1.0,0.1,478,174.0,0,0,0.0,616.0,237.0,0,0,0.0,570.0,229.0,0.0,0.0,0.0,2778,0,37994,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.0,239.0,0.0,603.0,239.0,0.0,583.0,236.0,0.0,613.0,239.0,,,,18,,Tariq,Lamptey,Lamptey,has joined Fiorentina permanently.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
151,d,75.0,75.0,4.6,387,71.0,0,0.0,1,-1.0,3.9,92,32.0,66,0,4.1,73.0,32.0,4,238,4.0,40.0,16.0,0.9,14.3,0.0,612989,205,269746,1699,3.0,2.2,1.79,0.58,2.36,21.26,0.11,0.04,0.15,1.33,481.8,5.0,3.0,87.6,193.0,51.0,178.0,77.0,6.0,75.0,46.0,4.0,,,,18,,Jan Paul,van Hecke,Van Hecke,Illness - 75% chance of playing,,1440,3,1,3,23,1,0,0,3,0,0,16,155,,,,0.0,0.19,1.44,1.0,7.81,24,101,49
152,a,100.0,100.0,4.3,548,122.0,0,0.0,-2,2.0,0.1,453,167.0,11,0,1.2,392.0,142.0,0,49,0.5,324.0,118.0,0.1,2.6,0.0,9624,5,26369,8,0.5,-0.5,0.0,0.06,0.06,8.11,0.0,0.01,0.01,1.81,100.6,269.0,105.0,47.5,279.0,88.0,10.0,353.0,123.0,15.9,320.0,109.0,,,,18,,Joël,Veltman,Veltman,,,403,0,0,0,7,0,0,0,3,0,0,4,59,,,,0.0,0.0,1.56,0.89,10.5,20,27,15
