id,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,now_cost_rank,now_cost_rank_type,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,selected_by_percent,selected_rank,selected_rank_type,total_points,event_points,points_per_game,points_per_game_rank,points_per_game_rank_type,bonus,bps,form,form_rank,form_rank_type,value_form,value_season,dreamteam_count,transfers_in,transfers_in_event,transfers_out,transfers_out_event,ep_next,ep_this,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,influence_rank,influence_rank_type,creativity,creativity_rank,creativity_rank_type,threat,threat_rank,threat_rank_type,ict_index,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,gw,set_piece_threat,first_name,second_name,web_name,news,news_added,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,defensive_contribution,corners_and_indirect_freekicks_text,direct_freekicks_text,penalties_text,saves_per_90,clean_sheets_per_90,goals_conceded_per_90,starts_per_90,defensive_contribution_per_90,tackles,clearances_blocks_interceptions,recoveries
11,i,0.0,0.0,5.2,208,31.0,0,0.0,-3,3.0,0.9,192,76.0,22,0,5.5,11.0,5.0,3,90,2.7,107.0,40.0,0.5,4.2,0.0,323914,2,325916,1041,0.0,0.0,0.37,0.42,0.79,3.52,0.12,0.14,0.26,1.13,89.2,289.0,110.0,66.8,234.0,67.0,34.0,290.0,93.0,19.0,302.0,101.0,,,,18,,Benjamin,White,White,Hamstring injury - Expected back 03 Jan,,280,0,1,2,2,0,0,0,0,0,0,4,30,,,,0.0,0.64,0.64,1.29,8.36,11,15,16
13,a,,,3.8,767,250.0,0,0.0,-2,2.0,0.5,255,96.0,0,0,0.0,480.0,175.0,0,0,0.0,416.0,158.0,0.0,0.0,0.0,46309,62,64294,41,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475.0,178.0,0.0,458.0,177.0,0.0,424.0,166.0,0.0,474.0,177.0,,,,18,,Brayden,Clarke,Clarke,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
14,u,0.0,0.0,3.9,742,225.0,0,0.0,-1,1.0,0.1,461,169.0,0,0,0.0,525.0,192.0,0,0,0.0,464.0,177.0,0.0,0.0,0.0,10218,0,21800,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519.0,194.0,0.0,504.0,194.0,0.0,471.0,184.0,0.0,519.0,194.0,,,,18,,Maldini,Kacurri,Kacurri,has joined Morecambe on loan for the rest of the season.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
15,a,,,3.8,760,243.0,0,0.0,-2,2.0,0.2,373,138.0,0,0,0.0,476.0,171.0,0,0,0.0,413.0,155.0,0.0,0.0,0.0,16193,10,22483,26,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472.0,175.0,0.0,454.0,173.0,0.0,419.0,161.0,0.0,471.0,174.0,,,,18,,Josh,Nichols,Nichols,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
16,a,100.0,100.0,10.3,5,3.0,0,0.0,3,-3.0,21.9,16,5.0,78,0,5.2,15.0,7.0,8,298,4.8,17.0,6.0,0.5,7.6,0.0,3572797,2015,2738901,3408,5.8,5.8,4.21,3.73,7.94,7.26,0.33,0.29,0.62,0.57,321.8,63.0,18.0,428.7,9.0,9.0,393.0,10.0,4.0,114.4,7.0,6.0,2.0,,1.0,18,,Bukayo,Saka,Saka,,,1148,4,4,6,7,0,0,0,1,0,0,13,93,,,,0.0,0.47,0.55,1.02,7.29,21,7,65
17,a,100.0,100.0,7.8,17,12.0,0,0.0,-2,2.0,1.6,148,47.0,23,0,2.1,284.0,126.0,0,100,1.7,204.0,91.0,0.2,2.9,0.0,198286,225,447180,157,2.7,2.7,0.42,1.26,1.68,5.43,0.07,0.21,0.28,0.92,100.2,272.0,118.0,226.7,65.0,49.0,68.0,217.0,120.0,39.5,184.0,95.0,4.0,,3.0,18,,Martin,Ødegaard,Ødegaard,,,534,0,1,3,4,0,0,0,0,0,0,7,42,,,,0.0,0.51,0.67,1.18,7.08,7,8,27
18,a,100.0,100.0,6.8,45,28.0,0,0.0,-2,2.0,0.8,210,75.0,16,0,1.8,319.0,144.0,0,54,0.8,300.0,137.0,0.1,2.4,0.0,206529,93,262151,115,1.8,1.8,0.47,0.97,1.44,3.44,0.1,0.21,0.31,0.74,42.6,358.0,161.0,118.2,153.0,106.0,155.0,95.0,59.0,31.5,233.0,118.0,3.0,,,18,,Noni,Madueke,Madueke,,,420,0,0,3,3,0,0,0,0,0,0,5,20,,,,0.0,0.64,0.64,1.07,4.29,5,4,11
19,d,75.0,75.0,6.8,46,29.0,0,0.0,-2,2.0,0.9,197,67.0,22,0,1.7,340.0,155.0,1,63,1.0,290.0,133.0,0.1,3.2,0.0,127271,8,206716,196,1.5,1.5,1.29,0.14,1.43,3.84,0.29,0.03,0.32,0.86,58.0,332.0,150.0,48.9,276.0,159.0,142.0,109.0,65.0,24.4,268.0,131.0,,,,18,,Gabriel,Martinelli Silva,Martinelli,Knock - 75% chance of playing,,400,1,0,2,2,0,0,0,1,0,0,5,22,,,,0.0,0.45,0.45,1.12,4.95,3,4,15
20,a,100.0,100.0,6.9,41,25.0,0,0.0,-1,1.0,1.0,180,61.0,62,0,4.8,31.0,13.0,6,214,1.7,203.0,90.0,0.2,9.0,0.0,225722,305,154111,189,2.7,2.7,2.92,1.48,4.4,4.45,0.3,0.15,0.45,0.46,253.8,119.0,42.0,231.6,58.0,47.0,275.0,39.0,22.0,76.1,45.0,33.0,,,4.0,18,,Leandro,Trossard,Trossard,,,871,4,3,5,6,0,0,0,0,0,0,9,53,,,,0.0,0.52,0.62,0.93,5.48,9,8,36
21,a,100.0,100.0,7.2,32,20.0,0,0.0,7,-7.0,25.9,12,3.0,97,0,5.7,10.0,5.0,15,390,4.3,32.0,15.0,0.6,13.5,0.0,3899784,5897,1762587,933,5.3,5.3,1.82,3.42,5.24,9.32,0.11,0.22,0.33,0.59,423.6,12.0,4.0,512.8,3.0,3.0,163.0,87.0,53.0,110.0,12.0,10.0,1.0,1.0,,18,,Declan,Rice,Rice,,,1425,2,6,8,10,0,0,0,1,0,0,16,172,,,,0.0,0.51,0.63,1.01,10.86,28,60,84
22,a,,,5.9,95,62.0,0,0.0,-1,1.0,3.1,103,34.0,53,0,3.3,142.0,64.0,4,185,4.2,38.0,17.0,0.7,9.0,0.0,797673,430,501099,1411,5.2,5.2,2.14,0.88,3.02,4.81,0.25,0.1,0.35,0.57,233.6,138.0,50.0,123.6,151.0,105.0,160.0,88.0,54.0,51.4,117.0,63.0,,,,18,,Mikel,Merino Zazón,Merino,,,759,3,3,3,7,0,0,0,0,0,0,8,78,,,,0.0,0.36,0.83,0.95,9.25,18,20,40
23,u,0.0,0.0,5.4,167,104.0,0,0.0,-1,1.0,0.0,660,272.0,0,0,0.0,751.0,331.0,0,0,0.0,739.0,325.0,0.0,0.0,0.0,933,0,4360,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,752.0,331.0,0.0,751.0,331.0,0.0,747.0,330.0,0.0,752.0,331.0,,,,18,,Fábio,Ferreira Vieira,Fábio Vieira,has joined Hamburger on loan for the rest of the season.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
24,a,100.0,100.0,5.2,207,129.0,0,0.0,-3,3.0,0.1,425,142.0,2,0,1.0,446.0,211.0,0,7,0.0,726.0,317.0,0.0,0.4,0.0,5649,4,58598,5,1.0,1.0,0.05,0.0,0.05,0.05,0.32,0.0,0.32,0.32,6.4,427.0,195.0,0.1,441.0,210.0,7.0,373.0,189.0,1.4,437.0,200.0,,,,18,,Christian,Nørgaard,Nørgaard,,,14,0,0,0,0,0,0,0,0,0,0,0,4,,,,0.0,0.0,0.0,0.0,25.71,0,2,2
25,a,,,5.1,236,145.0,0,0.0,-4,4.0,0.1,429,143.0,8,0,1.3,387.0,176.0,0,20,0.0,725.0,316.0,0.0,1.6,0.0,12216,7,33879,3,1.0,1.0,0.23,0.08,0.31,0.73,0.13,0.04,0.17,0.4,8.6,422.0,192.0,22.5,340.0,182.0,24.0,312.0,165.0,5.4,395.0,183.0,,,,18,,Ethan,Nwaneri,Nwaneri,,,165,0,0,1,0,0,0,0,0,0,0,0,13,,,,0.0,0.55,0.0,0.0,7.09,2,1,10
26,a,100.0,100.0,5.2,217,135.0,0,0.0,-3,3.0,2.2,128,43.0,59,0,3.5,113.0,50.0,4,268,1.5,221.0,99.0,0.3,11.3,0.0,682339,163,718097,250,2.5,2.5,0.73,1.12,1.85,9.28,0.05,0.07,0.12,0.59,261.6,117.0,41.0,228.2,63.0,48.0,85.0,183.0,108.0,57.6,95.0,58.0,,,,18,,Martín,Zubimendi Ibáñez,Zubimendi,,,1410,2,1,9,9,0,0,0,3,0,0,16,132,,,,0.0,0.57,0.57,1.02,8.43,26,56,50
28,u,0.0,0.0,4.5,470,287.0,0,0.0,0,0.0,0.1,460,153.0,0,0,0.0,692.0,288.0,0,0,0.0,652.0,265.0,0.0,0.0,0.0,6731,0,29642,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,690.0,285.0,0.0,684.0,285.0,0.0,669.0,281.0,0.0,691.0,286.0,,,,18,,Ismeal,Kabia,Kabia,has joined Shrewsbury Town on loan for the rest of the season.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
29,u,0.0,0.0,4.5,416,249.0,0,0.0,0,0.0,0.1,565,208.0,0,0,0.0,650.0,254.0,0,0,0.0,609.0,230.0,0.0,0.0,0.0,2952,0,13807,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647.0,250.0,0.0,639.0,249.0,0.0,625.0,246.0,0.0,648.0,251.0,,,,18,,Albert,Sambi Lokonga,Sambi,has joined Hamburger permanently.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
30,d,25.0,25.0,7.3,25,10.0,0,0.0,-2,2.0,0.3,302,48.0,1,0,1.0,457.0,55.0,0,4,0.0,768.0,83.0,0.0,0.1,0.0,9813,3,111144,8,0.2,0.2,0.0,0.01,0.01,0.82,0.0,0.03,0.03,2.46,2.8,444.0,50.0,0.8,424.0,52.0,2.0,406.0,54.0,0.6,448.0,54.0,,,,18,,Kai,Havertz,Havertz,Knee injury - 25% chance of playing,,30,0,0,0,0,0,0,0,0,0,0,0,3,,,,0.0,0.0,0.0,0.0,9.0,0,1,2
31,a,100.0,100.0,6.4,58,21.0,0,0.0,-1,1.0,0.2,371,57.0,2,0,1.0,455.0,53.0,0,5,0.3,366.0,43.0,0.0,0.3,0.0,25967,90,13974,76,1.3,1.3,0.14,0.02,0.16,0.12,0.37,0.05,0.42,0.32,4.2,437.0,48.0,4.9,400.0,48.0,25.0,310.0,46.0,3.4,415.0,48.0,,,,18,,Gabriel,Fernando de Jesus,G.Jesus,,,34,0,0,0,1,0,0,0,0,0,0,0,4,,,,0.0,0.0,2.65,0.0,10.59,0,1,3
266,a,,,7.6,21,14.0,0,0.0,1,-1.0,14.2,25,10.0,66,0,4.4,58.0,24.0,6,254,0.8,301.0,138.0,0.1,8.7,0.0,3197514,565,2796005,3724,1.8,1.8,2.54,1.41,3.95,6.0,0.23,0.13,0.36,0.54,252.4,122.0,43.0,158.5,104.0,76.0,281.0,35.0,20.0,69.1,60.0,40.0,,,,18,,Eberechi,Eze,Eze,,,991,4,3,6,6,0,0,0,0,0,0,12,64,,,,0.0,0.54,0.54,1.09,5.81,11,13,40
662,i,0.0,0.0,5.4,173,23.0,0,0.0,-1,1.0,0.1,420,157.0,17,0,1.7,337.0,124.0,1,85,0.3,362.0,129.0,0.1,3.1,0.0,41986,1,48881,18,0.0,0.0,0.0,0.43,0.43,2.68,0.0,0.09,0.09,0.56,84.0,297.0,113.0,23.2,338.0,117.0,8.0,366.0,130.0,11.5,352.0,120.0,,,,18,,Cristhian,Mosquera,Mosquera,Ankle injury - Unknown return date,,429,0,0,1,4,0,0,0,1,0,0,4,48,,,,0.0,0.21,0.84,0.84,7.34,11,24,17
666,a,100.0,100.0,8.8,9,4.0,0,0.0,-2,2.0,10.1,41,7.0,46,0,3.1,173.0,16.0,4,170,1.5,229.0,25.0,0.2,5.2,0.0,2590047,228,4399768,757,2.5,2.5,5.4,0.84,6.24,6.39,0.48,0.07,0.55,0.57,191.0,176.0,13.0,120.2,152.0,10.0,363.0,19.0,9.0,67.1,70.0,12.0,,,2.0,18,,Viktor,Gyökeres,Gyökeres,,,1015,5,0,7,4,0,0,0,3,0,0,12,34,,,,0.0,0.62,0.35,1.06,3.01,4,8,22
700,i,0.0,0.0,4.3,599,344.0,0,0.0,-2,2.0,0.4,288,98.0,5,0,2.5,228.0,99.0,0,13,0.0,562.0,204.0,0.0,1.2,0.0,126798,39,102363,121,0.0,0.0,0.14,0.02,0.16,0.12,0.47,0.07,0.54,0.4,1.0,453.0,208.0,0.8,422.0,202.0,26.0,301.0,161.0,2.8,421.0,192.0,,,,18,,Max,Dowman,Dowman,Ankle injury - Unknown return date,,27,0,1,0,0,0,0,0,0,0,0,0,3,,,,0.0,0.0,0.0,0.0,10.0,2,0,1
711,a,,,4.5,486,300.0,0,0.0,0,0.0,0.0,688,291.0,0,0,0.0,703.0,298.0,0,0,0.0,665.0,277.0,0.0,0.0,0.0,1507,0,1326,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,704.0,298.0,0.0,697.0,297.0,0.0,682.0,293.0,0.0,704.0,298.0,,,,18,,Andre,Harriman-Annous,Harriman-Annous,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
725,d,75.0,75.0,5.5,145,17.0,0,0.0,0,0.0,2.6,113,43.0,30,0,3.8,91.0,35.0,2,112,4.3,29.0,13.0,0.8,5.5,0.0,429138,62,103461,1382,4.0,4.0,0.0,0.5,0.5,4.36,0.0,0.08,0.08,0.7,145.2,224.0,90.0,21.7,342.0,119.0,10.0,355.0,125.0,17.6,311.0,105.0,,,,18,,Piero,Hincapié,Hincapie,Knock - 75% chance of playing,,563,0,0,2,5,0,0,0,1,0,0,6,61,,,,0.0,0.32,0.8,0.96,9.75,10,51,26
759,a,,,4.0,685,197.0,0,0.0,0,0.0,0.0,710,241.0,0,0,0.0,577.0,225.0,0,0,0.0,517.0,211.0,0.0,0.0,0.0,560,1,217,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,571.0,227.0,0.0,558.0,227.0,0.0,527.0,219.0,0.0,571.0,227.0,,,,18,,Marli,Salmon,Salmon,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
32,a,100.0,100.0,5.0,239,8.0,0,0.0,0,0.0,3.2,101,15.0,57,0,4.4,50.0,3.0,3,242,2.3,132.0,11.0,0.5,11.4,0.0,536467,332,382376,354,1.3,2.3,0.0,0.03,0.03,15.94,0.0,0.0,0.0,1.23,306.4,83.0,15.0,3.0,406.0,12.0,0.0,722.0,81.0,30.8,240.0,15.0,,,,18,,Emiliano,Martínez Romero,Martinez,,,1170,0,0,4,10,0,1,0,1,0,39,13,78,,,,3.0,0.31,0.77,1.0,0.0,0,11,113
33,a,,,4.2,604,33.0,0,0.0,-3,3.0,0.4,265,34.0,9,0,2.2,259.0,23.0,0,34,0.3,348.0,22.0,0.1,2.1,0.0,80358,4,106077,24,-0.7,0.3,0.0,0.0,0.0,7.34,0.0,0.0,0.0,1.84,57.6,333.0,28.0,0.0,566.0,69.0,0.0,536.0,54.0,5.8,390.0,28.0,,,,18,,Marco,Bizot,M.Bizot,,,360,0,0,1,8,0,0,0,2,0,9,4,23,,,,2.25,0.25,2.0,1.0,0.0,0,5,35
34,u,0.0,0.0,4.0,649,51.0,0,0.0,0,0.0,0.1,463,74.0,0,0,0.0,548.0,69.0,0,0,0.0,487.0,63.0,0.0,0.0,0.0,0,0,16021,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,542.0,69.0,0.0,529.0,58.0,0.0,497.0,43.0,0.0,542.0,69.0,,,,18,,Joe,Gauci,Gauci,Has joined Port Vale on loan for the rest of the season.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
35,u,0.0,0.0,4.0,648,50.0,0,0.0,0,0.0,0.0,708,82.0,0,0,0.0,547.0,68.0,0,0,0.0,486.0,62.0,0.0,0.0,0.0,0,0,1166,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541.0,68.0,0.0,528.0,57.0,0.0,496.0,42.0,0.0,541.0,68.0,,,,18,,Filip,Marschall,Marschall,Has joined Stevenage permanently.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
36,a,100.0,100.0,4.9,292,49.0,0,0.0,4,-4.0,13.0,28,8.0,75,0,4.4,49.0,24.0,6,264,3.5,62.0,23.0,0.7,15.3,0.0,2051488,999,776749,2961,2.5,3.5,0.66,1.41,2.07,22.3,0.04,0.08,0.12,1.34,362.2,37.0,18.0,233.3,57.0,10.0,111.0,146.0,26.0,70.7,53.0,6.0,1.0,,,18,,Matty,Cash,Cash,,,1502,3,1,5,17,0,0,0,4,0,0,17,122,,,,0.0,0.3,1.02,1.02,5.93,30,69,37
37,a,100.0,100.0,4.5,397,74.0,0,0.0,0,0.0,1.7,143,56.0,53,0,3.3,131.0,50.0,1,213,1.7,190.0,72.0,0.4,11.8,0.0,245528,95,267969,303,0.7,1.7,0.36,1.48,1.84,13.65,0.03,0.13,0.16,1.23,190.0,179.0,75.0,223.4,68.0,16.0,78.0,193.0,43.0,48.9,135.0,48.0,2.0,2.0,,18,,Lucas,Digne,Digne,,,1002,0,3,5,8,0,0,0,2,0,0,12,77,,,,0.0,0.45,0.72,1.08,4.76,17,36,38
38,a,100.0,100.0,4.4,500,105.0,0,0.0,-1,1.0,7.5,58,19.0,49,0,3.1,156.0,60.0,2,246,2.3,126.0,50.0,0.5,11.1,0.0,395352,324,1755407,867,1.3,2.3,0.31,0.22,0.53,21.75,0.02,0.01,0.03,1.38,274.6,100.0,46.0,54.8,261.0,79.0,60.0,236.0,68.0,39.2,185.0,62.0,,,,18,,Ezri,Konsa Ngoyo,Konsa,,,1415,0,0,5,17,0,0,0,0,1,0,16,116,,,,0.0,0.32,1.08,1.02,5.66,8,81,49
39,a,,,4.2,615,151.0,0,0.0,-3,3.0,0.5,253,94.0,13,0,1.1,398.0,144.0,0,83,1.0,270.0,97.0,0.2,3.1,0.0,37892,62,80554,50,0.0,1.0,0.39,0.77,1.16,9.62,0.07,0.13,0.2,1.66,119.8,242.0,96.0,133.9,134.0,33.0,73.0,198.0,46.0,32.8,229.0,76.0,5.0,,,18,,Ian,Maatsen,Maatsen,,,521,0,0,0,10,0,0,0,1,0,0,5,59,,,,0.0,0.0,1.73,0.86,8.12,19,28,31
40,i,0.0,0.0,4.3,551,125.0,0,0.0,-2,2.0,0.6,239,89.0,24,0,3.4,119.0,43.0,1,87,0.0,536.0,223.0,0.0,5.6,0.0,122510,0,184657,44,0.0,0.0,0.33,0.09,0.42,8.78,0.06,0.02,0.08,1.59,120.2,241.0,95.0,44.6,282.0,89.0,25.0,306.0,99.0,19.0,300.0,100.0,,,,18,,Tyrone,Mings,Mings,Hamstring injury - Expected back 30 Dec,,497,0,0,2,6,0,0,0,0,0,0,6,57,,,,0.0,0.36,1.09,1.09,7.42,2,39,16
41,i,0.0,0.0,4.3,560,131.0,0,0.0,-2,2.0,0.4,282,106.0,39,0,3.2,143.0,54.0,2,176,1.7,189.0,71.0,0.4,9.1,0.0,60470,3,77051,257,0.0,0.0,0.22,0.22,0.44,14.19,0.02,0.02,0.04,1.34,207.6,163.0,68.0,17.3,354.0,125.0,26.0,300.0,95.0,25.3,265.0,90.0,,,,18,,Pau,Torres,Pau,Calf injury - Expected back 30 Dec,,952,0,1,3,11,1,0,0,0,0,0,10,100,,,,0.0,0.28,1.04,0.95,6.9,15,58,52
