id,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,now_cost_rank,now_cost_rank_type,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,selected_by_percent,selected_rank,selected_rank_type,total_points,event_points,points_per_game,points_per_game_rank,points_per_game_rank_type,bonus,bps,form,form_rank,form_rank_type,value_form,value_season,dreamteam_count,transfers_in,transfers_in_event,transfers_out,transfers_out_event,ep_next,ep_this,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,influence_rank,influence_rank_type,creativity,creativity_rank,creativity_rank_type,threat,threat_rank,threat_rank_type,ict_index,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,gw,set_piece_threat,first_name,second_name,web_name,news,news_added,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,defensive_contribution,corners_and_indirect_freekicks_text,direct_freekicks_text,penalties_text,saves_per_90,clean_sheets_per_90,goals_conceded_per_90,starts_per_90,defensive_contribution_per_90,tackles,clearances_blocks_interceptions,recoveries
395,u,0.0,0.0,4.5,419,251.0,0,0.0,0,0.0,0.0,776,341.0,0,0,0.0,675.0,264.0,0,0,0.0,619.0,224.0,0.0,0.0,0.0,0,0,353,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,669.0,259.0,0.0,667.0,262.0,0.0,645.0,253.0,0.0,672.0,261.0,,,,22,,Tyler,Morton,Morton,Has joined Lyon permanently.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
396,a,,,4.3,603,350.0,0,0.0,-2,2.0,0.3,287,97.0,2,0,1.0,440.0,195.0,0,5,0.3,351.0,155.0,0.1,0.5,0.0,95714,22,76860,113,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,464.0,215.0,10.3,396.0,198.0,0.0,594.0,225.0,1.3,459.0,213.0,,,,22,,Trey,Nyoni,Nyoni,,,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
397,u,0.0,0.0,6.5,51,18.0,0,0.0,0,0.0,0.1,535,75.0,0,0,0.0,793.0,87.0,0,0,0.0,789.0,85.0,0.0,0.0,0.0,0,0,15867,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,793.0,87.0,0.0,793.0,87.0,0.0,793.0,87.0,0.0,793.0,87.0,,,,22,,Darwin,Núñez Ribeiro,Darwin,Has joined Al-Hilal permanently.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
398,i,0.0,0.0,4.3,590,81.0,0,0.0,-2,2.0,0.1,461,66.0,0,0,0.0,627.0,63.0,0,0,0.0,561.0,54.0,0.0,0.0,0.0,8486,14,18907,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,617.0,63.0,0.0,614.0,62.0,0.0,585.0,62.0,0.0,620.0,63.0,,,,22,,Jayden,Danns,Danns,Hamstring injury - Unknown return date,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
499,i,0.0,0.0,10.3,4,2.0,0,0.0,-2,2.0,3.7,92,16.0,29,0,2.9,210.0,20.0,2,96,1.0,288.0,37.0,0.1,2.8,0.0,1796550,17,2395930,496,0.0,0.0,2.04,0.07,2.11,5.1,0.37,0.01,0.38,0.92,97.6,318.0,30.0,36.5,336.0,41.0,143.0,139.0,33.0,26.9,298.0,36.0,,,,22,,Alexander,Isak,Isak,Ankle injury - Unknown return date,,501,2,1,1,7,0,0,0,0,0,0,6,23,,,,0.0,0.18,1.26,1.08,4.13,6,6,11
661,a,100.0,100.0,8.9,7,3.0,0,0.0,4,-4.0,27.1,13,3.0,86,2,4.5,41.0,4.0,16,304,3.0,124.0,15.0,0.3,9.7,0.0,6649440,8414,5554017,13486,3.5,3.5,6.43,1.64,8.07,16.66,0.48,0.12,0.6,1.23,362.0,85.0,8.0,183.0,128.0,7.0,508.0,11.0,7.0,104.3,36.0,8.0,,,,22,,Hugo,Ekitiké,Ekitiké,,,1218,8,2,5,16,0,0,0,0,0,0,14,55,,,,0.0,0.37,1.18,1.03,4.06,7,22,26
686,a,,,4.3,607,353.0,0,0.0,-2,2.0,0.7,213,74.0,12,1,1.7,354.0,155.0,0,51,0.3,352.0,156.0,0.1,2.8,0.0,210285,416,148540,526,0.8,0.8,0.37,0.32,0.69,1.59,0.56,0.48,1.04,2.38,49.8,381.0,168.0,58.2,294.0,166.0,33.0,318.0,167.0,14.2,364.0,170.0,,,,22,,Rio,Ngumoha,Ngumoha,,,60,1,0,0,2,0,0,0,0,0,0,0,3,,,,0.0,0.0,3.0,0.0,4.5,1,0,2
692,i,0.0,0.0,4.9,342,57.0,0,0.0,-1,1.0,0.0,694,238.0,0,0,0.0,758.0,257.0,0,0,0.0,724.0,253.0,0.0,0.0,0.0,1743,3,2401,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,758.0,257.0,0.0,754.0,257.0,0.0,747.0,256.0,0.0,758.0,257.0,,,,22,,Giovanni,Leoni,Leoni,Knee injury - Expected back 01 Sep,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
746,a,,,4.5,480,295.0,0,0.0,0,0.0,0.0,729,314.0,0,0,0.0,715.0,297.0,0,0,0.0,662.0,260.0,0.0,0.0,0.0,814,6,579,6,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,714.0,296.0,0.0,709.0,296.0,0.0,692.0,291.0,0.0,714.0,296.0,,,,22,,Kieran,Morrison,Morrison,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
760,a,,,4.0,687,182.0,0,0.0,0,0.0,0.0,715,246.0,0,0,0.0,587.0,220.0,0,0,0.0,504.0,198.0,0.0,0.0,0.0,616,8,373,8,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576.0,219.0,0.0,571.0,220.0,0.0,535.0,213.0,0.0,579.0,219.0,,,,22,,Wellity,Lucky,Lucky,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
